date,turbidity,ctd
2017-07-26,4.0003004,CTD12
2017-08-30,6.6097403,CTD12
2017-09-06,17.758125,CTD12
2017-09-11,8.04272,CTD12
2017-09-27,9.145819,CTD12
2017-10-04,2.6756673,CTD12
2017-10-11,27.631762,CTD12
2017-10-17,6.1486692,CTD12
2017-10-25,8.789524,CTD12
2017-11-03,3.0916424,CTD12
2017-11-08,0.6880359,CTD12
2017-11-15,19.637257,CTD12
2017-11-22,4.177542,CTD12
2017-11-28,3.54322,CTD12
2017-12-05,0.7292267,CTD12
2017-12-13,6.8039527,CTD12
2017-12-18,0.17929874,CTD12
2017-12-26,11.839752,CTD12
2018-01-02,5.6280003,CTD12
2018-01-09,1.7917404,CTD12
2018-01-17,0.9160955,CTD12
2018-01-24,12.032687,CTD12
2018-01-31,0.20675264,CTD12
2018-02-12,0.0,CTD12
2018-02-20,5.1708903,CTD12
2018-02-27,1.1077402,CTD12
2018-03-07,0.17070697,CTD12
2018-03-13,2.175119,CTD12
2018-03-26,7.3685403,CTD12
2018-04-05,0.3666356,CTD12
2018-04-17,4.3100924,CTD12
2018-04-27,1.0464851,CTD12
2018-05-02,12.545214,CTD12
2018-05-11,4.3929553,CTD12
2018-05-16,20.319693,CTD12
2018-05-22,1.299263,CTD12
2018-05-30,3.1782577,CTD12
2018-06-08,22.21067,CTD12
2018-06-12,1.8606935,CTD12
2018-06-20,7.1830006,CTD12
2018-06-26,0.45823067,CTD12
2018-07-04,14.184432,CTD12
2018-07-10,0.0,CTD12
2018-07-19,0.5230117,CTD12
2018-07-24,0.367246,CTD12
